,survived,sex,age,sibsp,parch,fare,embarked,boat,body,home.dest,Sex
303,0.0,male,64.0,1.0,0.0,75.25,0,,,"Portland, OR",0.0
304,1.0,female,60.0,1.0,0.0,75.25,0,5,,"Portland, OR",1.0
305,0.0,male,60.0,0.0,0.0,26.55,2,,,"England Salt Lake City, Utah",0.0
306,0.0,male,54.0,0.0,1.0,77.2875,2,,,"Brunswick, ME",0.0
307,0.0,male,21.0,0.0,1.0,77.2875,2,,169.0,"Brunswick, ME",0.0
308,1.0,female,55.0,0.0,0.0,135.6333,0,8,,"New York, NY / Briarcliff Manor NY",1.0
309,1.0,female,31.0,0.0,2.0,164.8667,2,8,,"Youngstown, OH",1.0
310,0.0,male,57.0,1.0,1.0,164.8667,2,,,"Youngstown, OH",0.0
311,1.0,female,45.0,1.0,1.0,164.8667,2,8,,"Youngstown, OH",1.0
312,0.0,male,50.0,1.0,1.0,211.5,0,,,"Elkins Park, PA",0.0
313,0.0,male,27.0,0.0,2.0,211.5,0,,,"Elkins Park, PA",0.0
314,1.0,female,50.0,1.0,1.0,211.5,0,4,,"Elkins Park, PA",1.0
315,1.0,female,21.0,0.0,0.0,26.55,2,8 10,,"Duluth, MN",1.0
316,0.0,male,51.0,0.0,1.0,61.3792,0,,,"Geneva, Switzerland / Radnor, PA",0.0
317,1.0,male,21.0,0.0,1.0,61.3792,0,A,,"Geneva, Switzerland / Radnor, PA",0.0
318,0.0,male,28.0,0.0,0.0,35.0,2,,,"London, England",0.0
319,1.0,female,31.0,0.0,0.0,134.5,0,3,,,1.0
320,1.0,male,28.0,0.0,0.0,35.5,2,D,,"London, England",0.0
321,0.0,male,62.0,0.0,0.0,26.55,2,,,"Halifax, NS",0.0
322,1.0,female,36.0,0.0,0.0,135.6333,0,8,,"New York, NY / Washington, DC",1.0
323,0.0,male,30.0,1.0,0.0,24.0,0,,,"Russia New York, NY",0.0
324,1.0,female,28.0,1.0,0.0,24.0,0,10,,"Russia New York, NY",1.0
325,0.0,male,30.0,0.0,0.0,13.0,2,,,"Bryn Mawr, PA, USA",0.0
326,0.0,male,18.0,0.0,0.0,11.5,2,,,"Buenos Aires, Argentina / New Jersey, NJ",0.0
327,0.0,male,25.0,0.0,0.0,10.5,2,,,"Cornwall, England Houghton, MI",0.0
328,0.0,male,34.0,1.0,0.0,26.0,2,,,"Warwick, England",0.0
329,1.0,female,36.0,1.0,0.0,26.0,2,11,,"Warwick, England",1.0
330,0.0,male,57.0,0.0,0.0,13.0,2,,,"West Hoboken, NJ",0.0
331,0.0,male,18.0,0.0,0.0,11.5,2,,,"Penzance, Cornwall / Akron, OH",0.0
332,0.0,male,23.0,0.0,0.0,10.5,2,,,Guernsey,0.0
333,1.0,female,36.0,0.0,0.0,13.0,2,10,,"Bristol, Avon / Jacksonville, FL",1.0
334,0.0,male,28.0,0.0,0.0,10.5,2,,,"Plymouth, Dorset / Houghton, MI",0.0
335,0.0,male,51.0,0.0,0.0,12.525,2,,174.0,"Jacksonville, FL",0.0
336,1.0,male,32.0,1.0,0.0,26.0,2,13,,"Norwich / New York, NY",0.0
337,1.0,female,19.0,1.0,0.0,26.0,2,13,,"Norwich / New York, NY",1.0
338,0.0,male,28.0,0.0,0.0,26.0,2,,,England,0.0
339,1.0,male,1.0,2.0,1.0,39.0,2,11,,"Guntur, India / Benton Harbour, MI",0.0
340,1.0,female,4.0,2.0,1.0,39.0,2,11,,"Guntur, India / Benton Harbour, MI",1.0
341,1.0,female,12.0,2.0,1.0,39.0,2,13,,"Guntur, India / Benton Harbour, MI",1.0
342,1.0,female,36.0,0.0,3.0,39.0,2,11,,"Guntur, India / Benton Harbour, MI",1.0
343,1.0,male,34.0,0.0,0.0,13.0,2,13,,London,0.0
344,1.0,female,19.0,0.0,0.0,13.0,2,12,,"Rochester, NY",1.0
345,0.0,male,23.0,0.0,0.0,13.0,2,,,"St Ives, Cornwall / Calumet, MI",0.0
346,0.0,male,26.0,0.0,0.0,13.0,2,,,"Elmira, NY / Orange, NJ",0.0
347,0.0,male,42.0,0.0,0.0,13.0,2,,,London,0.0
348,0.0,male,27.0,0.0,0.0,13.0,2,,,"Lake Arthur, Chavez County, NM",0.0
349,1.0,female,24.0,0.0,0.0,13.0,2,11,,"London / Montreal, PQ",1.0
350,1.0,female,15.0,0.0,2.0,39.0,2,14,,"Cape Town, South Africa / Seattle, WA",1.0
351,0.0,male,60.0,1.0,1.0,39.0,2,,,"Cape Town, South Africa / Seattle, WA",0.0
352,1.0,female,40.0,1.0,1.0,39.0,2,14,,"Cape Town, South Africa / Seattle, WA",1.0
353,1.0,female,20.0,1.0,0.0,26.0,2,12,,"Skara, Sweden / Rockford, IL",1.0
354,0.0,male,25.0,1.0,0.0,26.0,2,,,"Skara, Sweden / Rockford, IL",0.0
355,1.0,female,36.0,0.0,0.0,13.0,2,9,,"Sittingbourne, England / San Diego, CA",1.0
356,0.0,male,25.0,0.0,0.0,13.0,2,,97.0,"Southsea, Hants",0.0
357,0.0,male,42.0,0.0,0.0,13.0,2,,,London,0.0
358,1.0,female,42.0,0.0,0.0,13.0,2,,,"New York, NY",1.0
359,1.0,male,0.8333,0.0,2.0,29.0,2,13,,"Bangkok, Thailand / Roseville, IL",0.0
360,1.0,male,26.0,1.0,1.0,29.0,2,13,,"Bangkok, Thailand / Roseville, IL",0.0
361,1.0,female,22.0,1.0,1.0,29.0,2,13,,"Bangkok, Thailand / Roseville, IL",1.0
362,1.0,female,35.0,0.0,0.0,21.0,2,14,,"Mamaroneck, NY",1.0
363,0.0,male,28.0,0.0,0.0,0.0,2,,,Belfast,0.0
364,0.0,male,19.0,0.0,0.0,13.0,2,,18.0,"St Ives, Cornwall / Calumet, MI",0.0
365,0.0,female,44.0,1.0,0.0,26.0,2,,,London,1.0
366,0.0,male,54.0,1.0,0.0,26.0,2,,,London,0.0
367,0.0,male,52.0,0.0,0.0,13.5,2,,130.0,"Bronx, NY",0.0
368,0.0,male,37.0,1.0,0.0,26.0,2,,17.0,"Cornwall / Spokane, WA",0.0
369,0.0,female,29.0,1.0,0.0,26.0,2,,,"Cornwall / Spokane, WA",1.0
370,1.0,female,25.0,1.0,1.0,30.0,2,12,,London,1.0
371,1.0,female,45.0,0.0,2.0,30.0,2,12,,London,1.0
372,0.0,male,29.0,1.0,0.0,26.0,2,,,"England / San Francisco, CA",0.0
373,1.0,female,28.0,1.0,0.0,26.0,2,14,,"England / San Francisco, CA",1.0
374,0.0,male,29.0,0.0,0.0,10.5,2,,,"Hartford, Huntingdonshire",0.0
375,0.0,male,28.0,0.0,0.0,13.0,2,,,"Helsinki, Finland Ashtabula, Ohio",0.0
376,1.0,male,24.0,0.0,0.0,10.5,2,9,,"London / Fort Byron, NY",0.0
377,1.0,female,8.0,0.0,2.0,26.25,2,14,,"Bishopstoke, Hants / Fayette Valley, ID",1.0
378,0.0,male,31.0,1.0,1.0,26.25,2,,,"Bishopstoke, Hants / Fayette Valley, ID",0.0
379,1.0,female,31.0,1.0,1.0,26.25,2,14,,"Bishopstoke, Hants / Fayette Valley, ID",1.0
380,1.0,female,22.0,0.0,0.0,10.5,2,14,,Pennsylvania,1.0
381,0.0,female,30.0,0.0,0.0,13.0,2,,,"Provo, UT",1.0
382,0.0,female,28.0,0.0,0.0,21.0,2,,,"Upper Burma, India Pittsburgh, PA",1.0
383,0.0,male,21.0,0.0,0.0,11.5,2,,,"Penzance, Cornwall / Akron, OH",0.0
384,0.0,male,28.0,0.0,0.0,0.0,2,,,Belfast,0.0
385,1.0,male,8.0,1.0,1.0,36.75,2,14,,"St Ives, Cornwall / Hancock, MI",0.0
386,0.0,male,18.0,0.0,0.0,73.5,2,,,"Lyndhurst, England",0.0
387,1.0,female,48.0,0.0,2.0,36.75,2,14,,"St Ives, Cornwall / Hancock, MI",1.0
388,1.0,female,28.0,0.0,0.0,13.0,2,13,,"London / Staten Island, NY",1.0
389,0.0,male,32.0,0.0,0.0,13.0,2,,,"Portugal / Sau Paulo, Brazil",0.0
390,0.0,male,17.0,0.0,0.0,73.5,2,,,,0.0
391,0.0,male,29.0,1.0,0.0,27.7208,0,,295.0,"Lucca, Italy / California",0.0
392,1.0,female,24.0,1.0,0.0,27.7208,0,12,,"Lucca, Italy / California",1.0
393,0.0,male,25.0,0.0,0.0,31.5,2,,,"Guernsey / Elizabeth, NJ",0.0
394,0.0,male,18.0,0.0,0.0,73.5,2,,,"New Forest, England",0.0
395,1.0,female,18.0,0.0,1.0,23.0,2,,,Southampton,1.0
396,1.0,female,34.0,0.0,1.0,23.0,2,,,Southampton,1.0
397,0.0,male,54.0,0.0,0.0,26.0,2,,,"Holley, NY",0.0
398,1.0,male,8.0,0.0,2.0,32.5,2,10,,"Greenport, NY",0.0
399,0.0,male,42.0,1.0,1.0,32.5,2,,,"Greenport, NY",0.0
400,1.0,female,34.0,1.0,1.0,32.5,2,10,,"Greenport, NY",1.0
401,1.0,female,27.0,1.0,0.0,13.8583,0,12,,"Barcelona, Spain / Havana, Cuba",1.0
402,1.0,female,30.0,1.0,0.0,13.8583,0,12,,"Barcelona, Spain / Havana, Cuba",1.0
403,0.0,male,23.0,0.0,0.0,13.0,2,,,"England / Detroit, MI",0.0
404,0.0,male,21.0,0.0,0.0,13.0,2,,,"Goteborg, Sweden / Rockford, IL",0.0
405,0.0,male,18.0,0.0,0.0,13.0,2,,,"Oslo, Norway Bayonne, NJ",0.0
406,0.0,male,40.0,1.0,0.0,26.0,2,,286.0,"England / Philadelphia, PA",0.0
407,1.0,female,29.0,1.0,0.0,26.0,2,16,,,1.0
408,0.0,male,18.0,0.0,0.0,10.5,2,,,"Cornwall / Houghton, MI",0.0
409,0.0,male,36.0,0.0,0.0,13.0,2,,236.0,"Rochester, NY",0.0
410,0.0,male,28.0,0.0,0.0,0.0,2,,,Belfast,0.0
411,0.0,female,38.0,0.0,0.0,13.0,2,,,"Janjgir, India / Pennsylvania",1.0
412,0.0,male,35.0,0.0,0.0,26.0,2,,322.0,"Liverpool / Montreal, PQ",0.0
413,0.0,male,38.0,1.0,0.0,21.0,2,,,"Cornwall / Clear Creek, CO",0.0
414,0.0,male,34.0,1.0,0.0,21.0,2,,,"Cornwall / Clear Creek, CO",0.0
415,1.0,female,34.0,0.0,0.0,13.0,2,12,,"Brooklyn, NY",1.0
416,0.0,male,16.0,0.0,0.0,26.0,2,,,"Liverpool / Montreal, PQ",0.0
417,0.0,male,26.0,0.0,0.0,10.5,2,,,"Guernsey / Elizabeth, NJ",0.0
418,0.0,male,47.0,0.0,0.0,10.5,2,,,Cornwall,0.0
419,0.0,male,21.0,1.0,0.0,11.5,2,,,"Cornwall / Camden, NJ",0.0
420,0.0,male,21.0,1.0,0.0,11.5,2,,,"Cornwall / Camden, NJ",0.0
421,0.0,male,24.0,0.0,0.0,13.5,2,,297.0,"West Kensington, London",0.0
422,0.0,male,24.0,0.0,0.0,13.0,2,,155.0,"Clevedon, England",0.0
423,0.0,male,34.0,0.0,0.0,13.0,2,,,"Vancouver, BC",0.0
424,0.0,male,30.0,0.0,0.0,13.0,2,,305.0,,0.0
425,0.0,male,52.0,0.0,0.0,13.0,2,,19.0,"Bronx, NY",0.0
426,0.0,male,30.0,0.0,0.0,13.0,2,,75.0,"Auburn, NY",0.0
427,1.0,male,0.6667,1.0,1.0,14.5,2,4,,"Detroit, MI",0.0
428,1.0,female,24.0,0.0,2.0,14.5,2,4,,"Detroit, MI",1.0
429,0.0,male,44.0,0.0,0.0,13.0,2,,35.0,"Seattle, WA / Toledo, OH",0.0
430,1.0,female,6.0,0.0,1.0,33.0,2,11,,"Denmark Hill, Surrey / Chicago",1.0
431,0.0,male,28.0,0.0,1.0,33.0,2,,,"Denmark Hill, Surrey / Chicago",0.0
432,1.0,male,62.0,0.0,0.0,10.5,2,15,,London,0.0
433,0.0,male,30.0,0.0,0.0,10.5,2,,,"Walthamstow, England",0.0
434,1.0,female,7.0,0.0,2.0,26.25,2,14,,"Ilford, Essex / Winnipeg, MB",1.0
435,0.0,male,43.0,1.0,1.0,26.25,2,,,"Ilford, Essex / Winnipeg, MB",0.0
436,1.0,female,45.0,1.0,1.0,26.25,2,14,,"Ilford, Essex / Winnipeg, MB",1.0
437,1.0,female,24.0,1.0,2.0,65.0,2,9,,"Somerset / Bernardsville, NJ",1.0
438,1.0,female,24.0,1.0,2.0,65.0,2,9,,"Somerset / Bernardsville, NJ",1.0
439,0.0,male,49.0,1.0,2.0,65.0,2,,,"Somerset / Bernardsville, NJ",0.0
440,1.0,female,48.0,1.0,2.0,65.0,2,9,,"Somerset / Bernardsville, NJ",1.0
441,1.0,female,55.0,0.0,0.0,16.0,2,13,,"India / Rapid City, SD",1.0
442,0.0,male,24.0,2.0,0.0,73.5,2,,,"West Hampstead, London / Neepawa, MB",0.0
443,0.0,male,32.0,2.0,0.0,73.5,2,,256.0,"West Hampstead, London / Neepawa, MB",0.0
444,0.0,male,21.0,2.0,0.0,73.5,2,,,"West Hampstead, London / Neepawa, MB",0.0
445,0.0,female,18.0,1.0,1.0,13.0,2,,,"Kontiolahti, Finland / Detroit, MI",1.0
446,1.0,female,20.0,2.0,1.0,23.0,2,4,,"Cornwall / Akron, OH",1.0
447,0.0,male,23.0,2.0,1.0,11.5,2,,,"Cornwall / Akron, OH",0.0
448,0.0,male,36.0,0.0,0.0,13.0,2,,,"Devonport, England",0.0
449,1.0,female,54.0,1.0,3.0,23.0,2,4,,"Cornwall / Akron, OH",1.0
450,0.0,male,50.0,0.0,0.0,13.0,2,,149.0,Southampton,0.0
451,0.0,male,44.0,1.0,0.0,26.0,2,,,"England / Sacramento, CA",0.0
452,1.0,female,29.0,1.0,0.0,26.0,2,10,,"England / Sacramento, CA",1.0
453,0.0,male,21.0,0.0,0.0,73.5,2,,,"New Forest, England",0.0
454,1.0,male,42.0,0.0,0.0,13.0,2,10,,"Tokyo, Japan",0.0
455,0.0,male,63.0,1.0,0.0,26.0,2,,,"Swindon, England",0.0
456,0.0,female,60.0,1.0,0.0,26.0,2,,,"Swindon, England",1.0
457,0.0,male,33.0,0.0,0.0,12.275,2,,,"Philadelphia, PA",0.0
458,1.0,female,17.0,0.0,0.0,10.5,2,,,Guernsey,1.0
459,0.0,male,42.0,1.0,0.0,27.0,2,,,London,0.0
460,1.0,female,24.0,2.0,1.0,27.0,2,12,,London,1.0
461,0.0,male,47.0,0.0,0.0,15.0,2,,,"North Evington, England",0.0
462,0.0,male,24.0,2.0,0.0,31.5,2,,,"Guernsey / Elizabeth, NJ",0.0
463,0.0,male,22.0,2.0,0.0,31.5,2,,,"Guernsey / Elizabeth, NJ",0.0
464,0.0,male,32.0,0.0,0.0,10.5,2,,,"St Ives, Cornwall / Houghton, MI",0.0
465,1.0,female,23.0,0.0,0.0,13.7917,0,11,,"New York, NY",1.0
466,0.0,male,34.0,1.0,0.0,26.0,2,,283.0,"Moscow / Bronx, NY",0.0
467,1.0,female,24.0,1.0,0.0,26.0,2,12,,"Moscow / Bronx, NY",1.0
468,0.0,female,22.0,0.0,0.0,21.0,2,,,"India / Pittsburgh, PA",1.0
469,1.0,female,28.0,0.0,0.0,12.35,1,10,,"Harrisburg, PA",1.0
470,0.0,male,35.0,0.0,0.0,12.35,1,,,,0.0
471,1.0,female,45.0,0.0,0.0,13.5,2,9,,"London / New York, NY",1.0
472,0.0,male,57.0,0.0,0.0,12.35,1,,,"Glasgow / Bangor, ME",0.0
473,0.0,male,28.0,0.0,0.0,0.0,2,,,Belfast,0.0
474,0.0,male,31.0,0.0,0.0,10.5,2,,165.0,"Sweden / Arlington, NJ",0.0
475,0.0,female,26.0,1.0,1.0,26.0,2,,,"Minneapolis, MN",1.0
476,0.0,male,30.0,1.0,1.0,26.0,2,,,"Minneapolis, MN",0.0
477,0.0,male,28.0,0.0,0.0,10.7083,1,,,,0.0
478,1.0,female,1.0,1.0,2.0,41.5792,0,14,,Paris / Haiti,1.0
479,1.0,female,3.0,1.0,2.0,41.5792,0,14,,Paris / Haiti,1.0
480,0.0,male,25.0,1.0,2.0,41.5792,0,,,Paris / Haiti,0.0
481,1.0,female,22.0,1.0,2.0,41.5792,0,14,,Paris / Haiti,1.0
482,1.0,female,17.0,0.0,0.0,12.0,0,12,,"Berne, Switzerland / Central City, IA",1.0
483,1.0,female,28.0,0.0,0.0,33.0,2,11,,"London / Chicago, IL",1.0
484,1.0,female,34.0,0.0,0.0,10.5,2,14,,"Chicago, IL",1.0
485,0.0,male,36.0,0.0,0.0,12.875,0,,,"Montreal, PQ",0.0
486,0.0,male,24.0,0.0,0.0,10.5,2,,108.0,,0.0
487,0.0,male,61.0,0.0,0.0,12.35,1,,,,0.0
488,0.0,male,50.0,1.0,0.0,26.0,2,,121.0,"Weston-Super-Mare, Somerset",0.0
489,1.0,female,42.0,1.0,0.0,26.0,2,,,"Weston-Super-Mare, Somerset",1.0
490,0.0,female,57.0,0.0,0.0,10.5,2,,52.0,"Southampton / New York, NY",1.0
491,0.0,male,28.0,0.0,0.0,15.0458,0,,,Paris,0.0
492,1.0,male,1.0,0.0,2.0,37.0042,0,10,,"Paris / Montreal, PQ",0.0
493,0.0,male,31.0,1.0,1.0,37.0042,0,,,"Paris / Montreal, PQ",0.0
494,1.0,female,24.0,1.0,1.0,37.0042,0,10,,"Paris / Montreal, PQ",1.0
495,0.0,male,28.0,0.0,0.0,15.5792,0,,,"New York, NY",0.0
496,0.0,male,30.0,0.0,0.0,13.0,2,,,"St Austall, Cornwall",0.0
497,0.0,male,40.0,0.0,0.0,16.0,2,,,"Weston-Super-Mare / Moose Jaw, SK",0.0
498,0.0,male,32.0,0.0,0.0,13.5,2,,209.0,"Sydney, Australia",0.0
499,0.0,male,30.0,0.0,0.0,13.0,2,,,"Sarnia, ON",0.0
500,0.0,male,46.0,0.0,0.0,26.0,2,,,"Rochester, NY",0.0
501,1.0,female,13.0,0.0,1.0,19.5,2,14,,"England / Bennington, VT",1.0
502,1.0,female,41.0,0.0,1.0,19.5,2,14,,"England / Bennington, VT",1.0
503,1.0,male,19.0,0.0,0.0,10.5,2,B,,"Chelsea, London",0.0
504,0.0,male,39.0,0.0,0.0,13.0,2,,,"Harrow-on-the-Hill, Middlesex",0.0
505,0.0,male,48.0,0.0,0.0,13.0,2,,271.0,"Copenhagen, Denmark",0.0
506,0.0,male,70.0,0.0,0.0,10.5,2,,,"Guernsey / Montclair, NJ and/or Toledo, Ohio",0.0
507,0.0,male,27.0,0.0,0.0,13.0,2,,,"Worcester, MA",0.0
508,0.0,male,54.0,0.0,0.0,14.0,2,,,"Frankfort, KY",0.0
509,0.0,male,39.0,0.0,0.0,26.0,2,,,,0.0
510,0.0,male,16.0,0.0,0.0,10.5,2,,,"Halesworth, England",0.0
511,0.0,male,62.0,0.0,0.0,9.6875,1,,,"Cambridge, MA",0.0
512,0.0,male,32.5,1.0,0.0,30.0708,0,,43.0,"New York, NY",0.0
513,1.0,female,14.0,1.0,0.0,30.0708,0,,,"New York, NY",1.0
514,1.0,male,2.0,1.0,1.0,26.0,2,D,,"Nice, France",0.0
515,1.0,male,3.0,1.0,1.0,26.0,2,D,,"Nice, France",0.0
516,0.0,male,36.5,0.0,2.0,26.0,2,,15.0,"Nice, France",0.0
517,0.0,male,26.0,0.0,0.0,13.0,2,,,"Boston, MA",0.0
518,0.0,male,19.0,1.0,1.0,36.75,2,,101.0,"Cornwall / Hancock, MI",0.0
519,0.0,male,28.0,0.0,0.0,13.5,2,,287.0,Glasgow,0.0
520,1.0,male,20.0,0.0,0.0,13.8625,0,7,,"Cologne, Germany",0.0
521,1.0,female,29.0,0.0,0.0,10.5,2,11,,"Folkstone, Kent / New York, NY",1.0
522,0.0,male,39.0,0.0,0.0,13.0,2,,,"Middleburg Heights, OH",0.0
523,1.0,male,22.0,0.0,0.0,10.5,2,13,,"Pondersend, England / New Durham, NJ",0.0
524,1.0,male,28.0,0.0,0.0,13.8625,0,9,,"Spain / Havana, Cuba",0.0
525,0.0,male,23.0,0.0,0.0,10.5,2,,,"Hamilton, ON",0.0
526,1.0,male,29.0,0.0,0.0,13.8583,0,9,,"Spain / Havana, Cuba",0.0
527,0.0,male,28.0,0.0,0.0,10.5,2,,,"St Andrews, Guernsey",0.0
528,0.0,male,28.0,0.0,0.0,0.0,2,,,Belfast,0.0
529,1.0,female,50.0,0.0,1.0,26.0,2,12,,"Woodford County, KY",1.0
530,0.0,male,19.0,0.0,0.0,10.5,2,,,"Gunnislake, England / Butte, MT",0.0
531,0.0,male,28.0,0.0,0.0,15.05,0,,,,0.0
532,0.0,male,41.0,0.0,0.0,13.0,2,,,,0.0
533,1.0,female,21.0,0.0,1.0,21.0,2,12,,"Ilfracombe, Devon",1.0
534,1.0,female,19.0,0.0,0.0,26.0,2,11,,"Worcester, England",1.0
535,0.0,male,43.0,0.0,1.0,21.0,2,,,"Ilfracombe, Devon",0.0
536,1.0,female,32.0,0.0,0.0,13.0,2,9,,Russia,1.0
537,0.0,male,34.0,0.0,0.0,13.0,2,,,"Denmark / New York, NY",0.0
538,1.0,male,30.0,0.0,0.0,12.7375,0,14,,"Milford, NH",0.0
539,0.0,male,27.0,0.0,0.0,15.0333,0,,,Paris,0.0
540,1.0,female,2.0,1.0,1.0,26.0,2,11,,"Plymouth, Devon / Detroit, MI",1.0
541,1.0,female,8.0,1.0,1.0,26.0,2,11,,"Plymouth, Devon / Detroit, MI",1.0
542,1.0,female,33.0,0.0,2.0,26.0,2,11,,"Plymouth, Devon / Detroit, MI",1.0
543,0.0,male,36.0,0.0,0.0,10.5,2,,,"Brighton, Sussex",0.0
544,0.0,male,34.0,1.0,0.0,21.0,2,12,,"Elizabeth, NJ",0.0
545,1.0,female,30.0,3.0,0.0,21.0,2,,,"Elizabeth, NJ",1.0
546,1.0,female,28.0,0.0,0.0,13.0,2,9,,Spain,1.0
547,0.0,male,23.0,0.0,0.0,15.0458,0,,,"Paris / Montreal, PQ",0.0
548,1.0,male,0.8333,1.0,1.0,18.75,2,4,,"Cornwall / Akron, OH",0.0
549,1.0,male,3.0,1.0,1.0,18.75,2,4,,"Cornwall / Akron, OH",0.0
550,1.0,female,24.0,2.0,3.0,18.75,2,4,,"Cornwall / Akron, OH",1.0
551,1.0,female,50.0,0.0,0.0,10.5,2,13,,"London, England / Marietta, Ohio and Milwaukee, WI",1.0
552,0.0,male,19.0,0.0,0.0,10.5,2,,,,0.0
553,1.0,female,21.0,0.0,0.0,10.5,2,12,,"Guernsey / Wilmington, DE",1.0
554,0.0,male,26.0,0.0,0.0,13.0,2,,,"Newark, NJ",0.0
555,0.0,male,25.0,0.0,0.0,13.0,2,,,Liverpool,0.0
556,0.0,male,27.0,0.0,0.0,26.0,2,,,"Hornsey, England",0.0
557,1.0,female,25.0,0.0,1.0,26.0,2,12,,"Deer Lodge, MT",1.0
558,1.0,female,18.0,0.0,2.0,13.0,2,16,,"Finland / Minneapolis, MN",1.0
559,1.0,female,20.0,0.0,0.0,36.75,2,11,,"Cornwall / Hancock, MI",1.0
560,1.0,female,30.0,0.0,0.0,13.0,2,10,,"Finland / Washington, DC",1.0
561,0.0,male,59.0,0.0,0.0,13.5,2,,,"Sault St Marie, ON",0.0
562,1.0,female,30.0,0.0,0.0,12.35,1,13,,"Halifax, NS",1.0
563,0.0,male,35.0,0.0,0.0,10.5,2,,,Cornwall,0.0
564,1.0,female,40.0,0.0,0.0,13.0,2,9,,,1.0
565,0.0,male,25.0,0.0,0.0,13.0,2,,,"Cornwall / Houghton, MI",0.0
566,0.0,male,41.0,0.0,0.0,15.0458,0,,,"New York, NY",0.0
567,0.0,male,25.0,0.0,0.0,10.5,2,,81.0,"Catford, Kent / Detroit, MI",0.0
568,0.0,male,18.5,0.0,0.0,13.0,2,,294.0,,0.0
569,0.0,male,14.0,0.0,0.0,65.0,2,,,"Somerset / Bernardsville, NJ",0.0
570,1.0,female,50.0,0.0,0.0,10.5,2,9,,"Indianapolis, IN",1.0
571,0.0,male,23.0,0.0,0.0,13.0,2,,,,0.0
572,1.0,female,28.0,0.0,0.0,12.65,2,,,"Columbus, OH",1.0
573,1.0,female,27.0,0.0,0.0,10.5,2,16,,"Bath, England / Massachusetts",1.0
574,0.0,male,29.0,1.0,0.0,21.0,2,,,"Plymouth, England",0.0
575,0.0,female,27.0,1.0,0.0,21.0,2,,,"Plymouth, England",1.0
576,0.0,male,40.0,0.0,0.0,13.0,2,,,"Barre, Co Washington, VT",0.0
577,1.0,female,31.0,0.0,0.0,21.0,2,14,,"Mamaroneck, NY",1.0
578,0.0,male,30.0,1.0,0.0,21.0,2,,,"Bristol, England / New Britain, CT",0.0
579,0.0,male,23.0,1.0,0.0,10.5,2,,,,0.0
580,1.0,female,31.0,0.0,0.0,21.0,2,10,,"Bristol, England / New Britain, CT",1.0
581,0.0,male,28.0,0.0,0.0,0.0,2,,,Belfast,0.0
582,1.0,female,12.0,0.0,0.0,15.75,2,9,,"Aberdeen / Portland, OR",1.0
583,1.0,female,40.0,0.0,0.0,15.75,2,9,,"Aberdeen / Portland, OR",1.0
584,1.0,female,32.5,0.0,0.0,13.0,2,12,,"England / Hartford, CT",1.0
585,0.0,male,27.0,1.0,0.0,26.0,2,,293.0,"Bromsgrove, England / Montreal, PQ",0.0
586,1.0,female,29.0,1.0,0.0,26.0,2,10,,"Bromsgrove, England / Montreal, PQ",1.0
