,survived,sex,age,sibsp,parch,fare,embarked,boat,body,home.dest,Sex
587,1.0,male,2.0,1.0,1.0,23.0,2,14,,"Cornwall / Akron, OH",0.0
588,1.0,female,4.0,1.0,1.0,23.0,2,14,,"Cornwall / Akron, OH",1.0
589,1.0,female,29.0,0.0,2.0,23.0,2,14,,"Cornwall / Akron, OH",1.0
590,1.0,female,0.9167,1.0,2.0,27.75,2,10,,"Bournmouth, England",1.0
591,1.0,female,5.0,1.0,2.0,27.75,2,10,,"Bournmouth, England",1.0
592,0.0,male,36.0,1.0,2.0,27.75,2,,,"Bournmouth, England",0.0
593,1.0,female,33.0,1.0,2.0,27.75,2,10,,"Bournmouth, England",1.0
594,0.0,male,66.0,0.0,0.0,10.5,2,,,"Guernsey, England / Edgewood, RI",0.0
595,0.0,male,28.0,0.0,0.0,12.875,2,,,,0.0
596,1.0,male,31.0,0.0,0.0,13.0,2,9,,"London, England",0.0
597,1.0,male,28.0,0.0,0.0,13.0,2,14,,"Harrow, England",0.0
598,1.0,female,26.0,0.0,0.0,13.5,2,9,,"Yoevil, England / Cottage Grove, OR",1.0
599,0.0,female,24.0,0.0,0.0,13.0,2,,,Paris,1.0
600,0.0,male,42.0,0.0,0.0,7.55,2,,,,0.0
601,0.0,male,13.0,0.0,2.0,20.25,2,,,"East Providence, RI",0.0
602,0.0,male,16.0,1.0,1.0,20.25,2,,190.0,"East Providence, RI",0.0
603,1.0,female,35.0,1.0,1.0,20.25,2,A,,"East Providence, RI",1.0
604,1.0,female,16.0,0.0,0.0,7.65,2,16,,"Norway Los Angeles, CA",1.0
605,1.0,male,25.0,0.0,0.0,7.65,2,A,,"Perkins County, SD",0.0
606,1.0,male,20.0,0.0,0.0,7.925,2,15,,"Taalintehdas, Finland Hoboken, NJ",0.0
607,1.0,female,18.0,0.0,0.0,7.2292,0,C,,"Greensburg, PA",1.0
608,0.0,male,30.0,0.0,0.0,7.25,2,,72.0,"Asarum, Sweden Brooklyn, NY",0.0
609,0.0,male,26.0,0.0,0.0,8.05,2,,103.0,"Bournemouth, England",0.0
610,0.0,female,40.0,1.0,0.0,9.475,2,,,"Sweden Akeley, MN",1.0
611,1.0,male,0.8333,0.0,1.0,9.35,2,11,,"London, England Norfolk, VA",0.0
612,1.0,female,18.0,0.0,1.0,9.35,2,13,,"London, England Norfolk, VA",1.0
613,1.0,male,26.0,0.0,0.0,18.7875,0,15,,"Syria Fredericksburg, VA",0.0
614,0.0,male,26.0,0.0,0.0,7.8875,2,,,"England Albion, NY",0.0
615,0.0,male,20.0,0.0,0.0,7.925,2,,,"Salo, Finland Astoria, OR",0.0
616,0.0,male,24.0,0.0,0.0,7.05,2,,,,0.0
617,0.0,male,25.0,0.0,0.0,7.05,2,,79.0,Argentina,0.0
618,0.0,male,35.0,0.0,0.0,8.05,2,,,"Lower Clapton, Middlesex or Erdington, Birmingham",0.0
619,0.0,male,18.0,0.0,0.0,8.3,2,,259.0,"Windsor, England New York, NY",0.0
620,0.0,male,32.0,0.0,0.0,22.525,2,,260.0,"Bergen, Norway",0.0
621,1.0,female,19.0,1.0,0.0,7.8542,2,16,,,1.0
622,0.0,male,4.0,4.0,2.0,31.275,2,,,"Sweden Winnipeg, MN",0.0
623,0.0,female,6.0,4.0,2.0,31.275,2,,,"Sweden Winnipeg, MN",1.0
624,0.0,female,2.0,4.0,2.0,31.275,2,,,"Sweden Winnipeg, MN",1.0
625,1.0,female,17.0,4.0,2.0,7.925,2,D,,"Ruotsinphyhtaa, Finland New York, NY",1.0
626,0.0,female,38.0,4.0,2.0,7.775,2,,,"Vadsbro, Sweden Ministee, MI",1.0
627,0.0,female,9.0,4.0,2.0,31.275,2,,,"Sweden Winnipeg, MN",1.0
628,0.0,female,11.0,4.0,2.0,31.275,2,,,"Sweden Winnipeg, MN",1.0
629,0.0,male,39.0,1.0,5.0,31.275,2,,,"Sweden Winnipeg, MN",0.0
630,1.0,male,27.0,0.0,0.0,7.7958,2,A,,,0.0
631,0.0,male,26.0,0.0,0.0,7.775,2,,,"Hartford, CT",0.0
632,0.0,female,39.0,1.0,5.0,31.275,2,,,"Sweden Winnipeg, MN",1.0
633,0.0,male,20.0,0.0,0.0,7.8542,2,,,"Sweden Chicago, IL",0.0
634,0.0,male,26.0,0.0,0.0,7.8958,2,,,"Bulgaria Chicago, IL",0.0
635,0.0,male,25.0,1.0,0.0,17.8,2,,,"Altdorf, Switzerland",0.0
636,0.0,female,18.0,1.0,0.0,17.8,2,,,"Altdorf, Switzerland",1.0
637,0.0,male,24.0,0.0,0.0,7.775,2,,,"Sweden Joliet, IL",0.0
638,0.0,male,35.0,0.0,0.0,7.05,2,,,,0.0
639,0.0,male,5.0,4.0,2.0,31.3875,2,,,"Sweden  Worcester, MA",0.0
640,0.0,male,9.0,4.0,2.0,31.3875,2,,,"Sweden Worcester, MA",0.0
641,1.0,male,3.0,4.0,2.0,31.3875,2,15,,"Sweden Worcester, MA",0.0
642,0.0,male,13.0,4.0,2.0,31.3875,2,,,"Sweden Worcester, MA",0.0
643,1.0,female,5.0,4.0,2.0,31.3875,2,15,,"Sweden Worcester, MA",1.0
644,0.0,male,40.0,1.0,5.0,31.3875,2,,142.0,"Sweden  Worcester, MA",0.0
645,1.0,male,23.0,0.0,0.0,7.7958,2,13,,"Oskarshamn, Sweden Minneapolis, MN",0.0
646,1.0,female,38.0,1.0,5.0,31.3875,2,15,,"Sweden  Worcester, MA",1.0
647,1.0,female,45.0,0.0,0.0,7.225,0,C,,"Ottawa, ON",1.0
648,0.0,male,21.0,0.0,0.0,7.225,0,,,"Ottawa, ON",0.0
649,0.0,male,23.0,0.0,0.0,7.05,2,,,,0.0
650,0.0,female,17.0,0.0,0.0,14.4583,0,,,,1.0
651,0.0,male,30.0,0.0,0.0,7.225,0,,,"Ottawa, ON",0.0
652,0.0,male,23.0,0.0,0.0,7.8542,2,,,"Krakoryd, Sweden Bloomington, IL",0.0
653,1.0,female,13.0,0.0,0.0,7.2292,0,C,,"Syria Youngstown, OH",1.0
654,0.0,male,20.0,0.0,0.0,7.225,0,,,,0.0
655,0.0,male,32.0,1.0,0.0,15.85,2,D,,"Ruotsinphytaa, Finland New York, NY",0.0
656,1.0,female,33.0,3.0,0.0,15.85,2,,,"Ruotsinphytaa, Finland New York, NY",1.0
657,1.0,female,0.75,2.0,1.0,19.2583,0,C,,"Syria New York, NY",1.0
658,1.0,female,0.75,2.0,1.0,19.2583,0,C,,"Syria New York, NY",1.0
659,1.0,female,5.0,2.0,1.0,19.2583,0,C,,"Syria New York, NY",1.0
660,1.0,female,24.0,0.0,3.0,19.2583,0,C,,"Syria New York, NY",1.0
661,1.0,female,18.0,0.0,0.0,8.05,2,C,,"London Skanteales, NY",1.0
662,0.0,male,40.0,0.0,0.0,7.225,0,,,,0.0
663,0.0,male,26.0,0.0,0.0,7.8958,2,,,,0.0
664,1.0,male,20.0,0.0,0.0,7.2292,0,15,,,0.0
665,0.0,female,18.0,0.0,1.0,14.4542,0,,,"Syria Ottawa, ON",1.0
666,0.0,female,45.0,0.0,1.0,14.4542,0,,,"Syria Ottawa, ON",1.0
667,0.0,female,27.0,0.0,0.0,7.8792,1,,,"New York, NY",1.0
668,0.0,male,22.0,0.0,0.0,8.05,2,,,"England New York, NY",0.0
669,0.0,male,19.0,0.0,0.0,8.05,2,,,England,0.0
670,0.0,male,26.0,0.0,0.0,7.775,2,,,"Krakudden, Sweden Moune, IL",0.0
671,0.0,male,22.0,0.0,0.0,9.35,2,,,"Tranvik, Finland New York",0.0
672,0.0,male,28.0,0.0,0.0,7.2292,0,,,,0.0
673,0.0,male,20.0,0.0,0.0,4.0125,0,,,Syria,0.0
674,1.0,male,32.0,0.0,0.0,56.4958,2,C,,"Hong Kong New York, NY",0.0
675,0.0,male,21.0,0.0,0.0,7.775,2,,,"Brennes, Norway New York",0.0
676,0.0,male,18.0,0.0,0.0,7.75,2,,,"Stockholm, Sweden New York",0.0
677,0.0,male,26.0,0.0,0.0,7.8958,2,,,"Bulgaria Chicago, IL",0.0
678,0.0,male,6.0,1.0,1.0,15.2458,0,,,"Syria Kent, ON",0.0
679,0.0,female,9.0,1.0,1.0,15.2458,0,,,"Syria Kent, ON",1.0
680,0.0,male,28.0,0.0,0.0,7.225,0,,,Syria,0.0
681,0.0,female,28.0,0.0,2.0,15.2458,0,,,"Syria Kent, ON",1.0
682,0.0,female,28.0,0.0,2.0,7.75,1,,,"Ireland Chicago, IL",1.0
683,0.0,male,40.0,1.0,1.0,15.5,1,,,"Ireland Chicago, IL",0.0
684,0.0,female,32.0,1.0,1.0,15.5,1,,,"Ireland Chicago, IL",1.0
685,0.0,male,21.0,0.0,0.0,16.1,2,,,"Treherbert, Cardiff, Wales",0.0
686,1.0,female,22.0,0.0,0.0,7.725,1,13,,"Kingwilliamstown, Co Cork, Ireland Glens Falls, NY",1.0
687,0.0,female,20.0,0.0,0.0,7.8542,2,,,"Medeltorp, Sweden Chicago, IL",1.0
688,0.0,male,29.0,1.0,0.0,7.0458,2,,,"Bridgerule, Devon",0.0
689,0.0,male,22.0,1.0,0.0,7.25,2,,,"Bridgerule, Devon",0.0
690,0.0,male,22.0,0.0,0.0,7.7958,2,,,"Sweden Worcester, MA",0.0
691,0.0,male,35.0,0.0,0.0,8.05,2,,,"Broomfield, Chelmsford, England",0.0
692,0.0,female,18.5,0.0,0.0,7.2833,1,,299.0,"Co Cork, Ireland Roxbury, MA",1.0
693,1.0,male,21.0,0.0,0.0,7.8208,1,13,,"Kingwilliamstown, Co Cork, Ireland New York, NY",0.0
694,0.0,male,19.0,0.0,0.0,6.75,1,,,"Co Cork, Ireland Charlestown, MA",0.0
695,0.0,female,18.0,0.0,0.0,7.8792,1,,,"Co Sligo, Ireland New York, NY",1.0
696,0.0,female,21.0,0.0,0.0,8.6625,2,,,,1.0
697,0.0,female,30.0,0.0,0.0,8.6625,2,,,,1.0
698,0.0,male,18.0,0.0,0.0,8.6625,2,,,,0.0
699,0.0,male,38.0,0.0,0.0,8.6625,2,,,Croatia,0.0
700,0.0,male,17.0,0.0,0.0,8.6625,2,,,,0.0
701,0.0,male,17.0,0.0,0.0,8.6625,2,,,,0.0
702,0.0,female,21.0,0.0,0.0,7.75,1,,,,1.0
703,0.0,male,21.0,0.0,0.0,7.75,1,,,"Ireland Philadelphia, PA",0.0
704,0.0,male,21.0,0.0,0.0,8.05,2,,,,0.0
705,0.0,male,28.0,1.0,0.0,14.4583,0,,,"Ottawa, ON",0.0
706,0.0,female,28.0,1.0,0.0,14.4583,0,,,"Ottawa, ON",1.0
707,0.0,male,28.0,0.0,0.0,7.7958,2,,,"Dagsas, Sweden Fower, MN",0.0
708,0.0,male,24.0,0.0,0.0,7.8542,2,,,"Goteborg, Sweden Huntley, IL",0.0
709,1.0,female,16.0,0.0,0.0,7.75,1,16,,"Co Longford, Ireland New York, NY",1.0
710,0.0,female,37.0,0.0,0.0,7.75,1,,,"Co Sligo, Ireland Hartford, CT",1.0
711,0.0,male,28.0,0.0,0.0,7.25,2,,,"St Denys, Southampton, Hants",0.0
712,0.0,male,24.0,0.0,0.0,8.05,2,,,London,0.0
713,0.0,male,21.0,0.0,0.0,7.7333,1,,,"Ireland New York, NY",0.0
714,1.0,male,32.0,0.0,0.0,56.4958,2,C,,"Hong Kong New York, NY",0.0
715,0.0,male,29.0,0.0,0.0,8.05,2,,,,0.0
716,0.0,male,26.0,1.0,0.0,14.4542,0,,,Greece,0.0
717,0.0,male,18.0,1.0,0.0,14.4542,0,,,Greece,0.0
718,0.0,male,20.0,0.0,0.0,7.05,2,,,Portugal,0.0
719,1.0,male,18.0,0.0,0.0,8.05,2,12,,"London Brooklyn, NY",0.0
720,0.0,male,24.0,0.0,0.0,7.25,1,,,"Co Limerick, Ireland Sherbrooke, PQ",0.0
721,0.0,male,36.0,0.0,0.0,7.4958,2,,,"Bulgaria Chicago, IL",0.0
722,0.0,male,24.0,0.0,0.0,7.4958,2,,,,0.0
723,0.0,male,31.0,0.0,0.0,7.7333,1,,,"Philadelphia, PA",0.0
724,0.0,male,31.0,0.0,0.0,7.75,1,,,"Ireland Brooklyn, NY",0.0
725,1.0,female,22.0,0.0,0.0,7.75,1,13,,Ireland,1.0
726,0.0,female,30.0,0.0,0.0,7.6292,1,,,Ireland,1.0
727,0.0,male,70.5,0.0,0.0,7.75,1,,171.0,,0.0
728,0.0,male,43.0,0.0,0.0,8.05,2,,,,0.0
729,0.0,male,35.0,0.0,0.0,7.8958,2,,,Austria,0.0
730,0.0,male,27.0,0.0,0.0,7.8958,2,,,Austria,0.0
731,0.0,male,19.0,0.0,0.0,7.8958,2,,,Austria,0.0
732,0.0,male,30.0,0.0,0.0,8.05,2,,,London,0.0
733,1.0,male,9.0,1.0,1.0,15.9,2,2,,"England Brooklyn, NY",0.0
734,1.0,male,3.0,1.0,1.0,15.9,2,2,,"England Brooklyn, NY",0.0
735,1.0,female,36.0,0.0,2.0,15.9,2,2,,"England Brooklyn, NY",1.0
736,0.0,male,59.0,0.0,0.0,7.25,2,,,"Merrill, WI",0.0
737,0.0,male,19.0,0.0,0.0,8.1583,2,,,"Bristol, England Cleveland, OH",0.0
738,1.0,female,17.0,0.0,1.0,16.1,2,12,,"Bournemouth, England Newark, NJ",1.0
739,0.0,male,44.0,0.0,1.0,16.1,2,,,"Bournemouth, England Newark, NJ",0.0
740,0.0,male,17.0,0.0,0.0,8.6625,2,,,Austria-Hungary,0.0
741,0.0,male,22.5,0.0,0.0,7.225,0,,9.0,,0.0
742,1.0,male,45.0,0.0,0.0,8.05,2,15,,"Australia Fingal, ND",0.0
743,0.0,female,22.0,0.0,0.0,10.5167,2,,,"Norrlot, Sweden Chicago, IL",1.0
744,0.0,male,19.0,0.0,0.0,10.1708,2,,,Austria,0.0
745,1.0,female,30.0,0.0,0.0,6.95,1,15,,"Co Athlone, Ireland New York, NY",1.0
746,1.0,male,29.0,0.0,0.0,7.75,1,13 15 B,,"Co Athlone, Ireland New York, NY",0.0
747,0.0,male,0.3333,0.0,2.0,14.4,2,,,"Stanton, IA",0.0
748,0.0,male,34.0,1.0,1.0,14.4,2,,197.0,"Stanton, IA",0.0
749,0.0,female,28.0,1.0,1.0,14.4,2,,,"Stanton, IA",1.0
750,0.0,male,27.0,0.0,0.0,7.8958,2,,,"Bulgaria Chicago, IL",0.0
751,0.0,male,25.0,0.0,0.0,7.8958,2,,,"Bulgaria Chicago, IL",0.0
752,0.0,male,24.0,2.0,0.0,24.15,2,,,"West Bromwich, England Pontiac, MI",0.0
753,0.0,male,22.0,0.0,0.0,8.05,2,,,,0.0
754,0.0,male,21.0,2.0,0.0,24.15,2,,,"West Bromwich, England Pontiac, MI",0.0
755,0.0,male,17.0,2.0,0.0,8.05,2,,,"West Bromwich, England Pontiac, MI",0.0
756,0.0,male,28.0,1.0,0.0,16.1,2,,,"Liverpool, England Bedford, OH",0.0
757,1.0,female,28.0,1.0,0.0,16.1,2,16,,"Liverpool, England Bedford, OH",1.0
758,1.0,male,36.5,1.0,0.0,17.4,2,15,,"Tampico, MT",0.0
759,1.0,female,36.0,1.0,0.0,17.4,2,13,,"Tampico, MT",1.0
760,1.0,male,30.0,0.0,0.0,9.5,2,11,,"Belgium Detroit, MI",0.0
761,0.0,male,16.0,0.0,0.0,9.5,2,,,,0.0
762,1.0,male,1.0,1.0,2.0,20.575,2,10,,"Devon, England Wichita, KS",0.0
763,1.0,female,0.1667,1.0,2.0,20.575,2,10,,"Devon, England Wichita, KS",1.0
764,0.0,male,26.0,1.0,2.0,20.575,2,,,"Devon, England Wichita, KS",0.0
765,1.0,female,33.0,1.0,2.0,20.575,2,10,,"Devon, England Wichita, KS",1.0
766,0.0,male,25.0,0.0,0.0,7.8958,2,,,,0.0
767,0.0,male,28.0,0.0,0.0,7.8958,2,,,,0.0
768,0.0,male,28.0,0.0,0.0,7.8958,2,,,"Bulgaria Coon Rapids, IA",0.0
769,0.0,male,22.0,0.0,0.0,7.25,2,,,,0.0
770,0.0,male,36.0,0.0,0.0,7.25,2,,,,0.0
771,1.0,female,19.0,0.0,0.0,7.8792,1,C,,"Kilmacowen, Co Sligo, Ireland New York, NY",1.0
772,0.0,male,17.0,0.0,0.0,7.8958,2,,,,0.0
773,0.0,male,42.0,0.0,0.0,8.6625,2,,,,0.0
774,0.0,male,43.0,0.0,0.0,7.8958,2,,,,0.0
775,0.0,male,28.0,0.0,0.0,7.2292,0,,,,0.0
776,0.0,male,32.0,0.0,0.0,7.75,1,,,"Ireland New York, NY",0.0
777,1.0,male,19.0,0.0,0.0,8.05,2,B,,"England Oglesby, IL",0.0
778,1.0,female,30.0,0.0,0.0,12.475,2,13,,"Union Hill, NJ",1.0
779,0.0,female,24.0,0.0,0.0,7.75,1,,,"Ireland New York, NY",1.0
780,1.0,female,23.0,0.0,0.0,8.05,2,,,"London New York, NY",1.0
781,0.0,male,33.0,0.0,0.0,7.8958,0,,51.0,"Austria Niagara Falls, NY",0.0
782,0.0,male,65.0,0.0,0.0,7.75,1,,,,0.0
783,1.0,male,24.0,0.0,0.0,7.55,2,D,,"England Albion, NY",0.0
784,0.0,male,23.0,1.0,0.0,13.9,2,,,"West Haven, CT",0.0
785,1.0,female,22.0,1.0,0.0,13.9,2,16,,"West Haven, CT",1.0
786,0.0,male,18.0,0.0,0.0,7.775,2,,,"Tofta, Sweden Joliet, IL",0.0
787,0.0,male,16.0,0.0,0.0,7.775,2,,,"Karberg, Sweden Jerome Junction, AZ",0.0
788,0.0,male,45.0,0.0,0.0,6.975,2,,,"Effington Rut, SD",0.0
789,0.0,male,28.0,0.0,0.0,7.225,0,,,,0.0
790,0.0,male,39.0,0.0,2.0,7.2292,0,,,"Syria Ottawa, ON",0.0
791,0.0,male,17.0,1.0,1.0,7.2292,0,,,,0.0
792,0.0,male,15.0,1.0,1.0,7.2292,0,,,Syria,0.0
793,0.0,male,47.0,0.0,0.0,7.25,2,,,"Illinois, USA",0.0
794,1.0,female,5.0,0.0,0.0,12.475,2,13,,"New York, NY",1.0
795,0.0,male,28.0,0.0,0.0,7.225,0,,,,0.0
796,0.0,male,40.5,0.0,0.0,15.1,2,,187.0,,0.0
797,0.0,male,40.5,0.0,0.0,7.75,1,,68.0,"Aughnacliff, Co Longford, Ireland New York, NY",0.0
798,1.0,male,28.0,0.0,0.0,7.05,2,15,,"Italy Philadelphia, PA",0.0
799,0.0,male,18.0,0.0,0.0,7.7958,2,,,,0.0
800,0.0,female,28.0,0.0,0.0,7.75,1,,,,1.0
801,0.0,male,28.0,0.0,0.0,7.75,1,,,,0.0
802,0.0,male,28.0,0.0,0.0,6.95,1,,,,0.0
803,0.0,male,26.0,0.0,0.0,7.8792,1,,,"Ireland Chicago, IL",0.0
804,0.0,male,28.0,0.0,0.0,7.75,1,,,Ireland,0.0
805,1.0,male,28.0,0.0,0.0,56.4958,2,13,,"Hong Kong New York, NY",0.0
806,0.0,female,21.0,2.0,2.0,34.375,2,,,"Rotherfield, Sussex, England Essex Co, MA",1.0
807,0.0,female,9.0,2.0,2.0,34.375,2,,,"Rotherfield, Sussex, England Essex Co, MA",1.0
808,0.0,male,28.0,0.0,0.0,8.05,2,,,"Bridgwater, Somerset, England",0.0
809,0.0,male,18.0,2.0,2.0,34.375,2,,,"Rotherfield, Sussex, England Essex Co, MA",0.0
810,0.0,male,16.0,1.0,3.0,34.375,2,,,"Rotherfield, Sussex, England Essex Co, MA",0.0
811,0.0,female,48.0,1.0,3.0,34.375,2,,,"Rotherfield, Sussex, England Essex Co, MA",1.0
812,0.0,male,28.0,0.0,0.0,7.75,1,,,"Ireland New York, NY",0.0
813,0.0,male,28.0,0.0,0.0,7.25,2,,,,0.0
814,0.0,male,25.0,0.0,0.0,7.7417,1,,,"New York, NY",0.0
815,0.0,male,28.0,0.0,0.0,14.5,2,,,,0.0
816,0.0,male,28.0,0.0,0.0,7.8958,0,,,,0.0
817,0.0,male,22.0,0.0,0.0,8.05,2,,47.0,,0.0
818,1.0,female,16.0,0.0,0.0,7.7333,1,16,,"Co Longford, Ireland New York, NY",1.0
819,1.0,female,28.0,0.0,0.0,7.75,1,13,,"Co Clare, Ireland Washington, DC",1.0
820,1.0,male,9.0,0.0,2.0,20.525,2,C D,,"Strood, Kent, England Detroit, MI",0.0
821,0.0,male,33.0,1.0,1.0,20.525,2,,,"Strood, Kent, England Detroit, MI",0.0
822,0.0,male,41.0,0.0,0.0,7.85,2,,,"Philadelphia, PA",0.0
823,1.0,female,31.0,1.0,1.0,20.525,2,C D,,"Strood, Kent, England Detroit, MI",1.0
824,0.0,male,38.0,0.0,0.0,7.05,2,,,Portugal,0.0
825,0.0,male,9.0,5.0,2.0,46.9,2,,,"Wiltshire, England Niagara Falls, NY",0.0
826,0.0,male,1.0,5.0,2.0,46.9,2,,,"Wiltshire, England Niagara Falls, NY",0.0
827,0.0,male,11.0,5.0,2.0,46.9,2,,,"Wiltshire, England Niagara Falls, NY",0.0
828,0.0,female,10.0,5.0,2.0,46.9,2,,,"Wiltshire, England Niagara Falls, NY",1.0
829,0.0,female,16.0,5.0,2.0,46.9,2,,,"Wiltshire, England Niagara Falls, NY",1.0
830,0.0,male,14.0,5.0,2.0,46.9,2,,,"Wiltshire, England Niagara Falls, NY",0.0
831,0.0,male,40.0,1.0,6.0,46.9,2,,,"Wiltshire, England Niagara Falls, NY",0.0
832,0.0,female,43.0,1.0,6.0,46.9,2,,,"Wiltshire, England Niagara Falls, NY",1.0
833,0.0,male,51.0,0.0,0.0,8.05,2,,,"Dorking, Surrey, England",0.0
834,0.0,male,32.0,0.0,0.0,8.3625,2,,,"Foresvik, Norway Portland, ND",0.0
835,0.0,male,28.0,0.0,0.0,8.05,2,,,,0.0
836,0.0,male,20.0,0.0,0.0,9.8458,2,,,"Waukegan, Chicago, IL",0.0
837,0.0,male,37.0,2.0,0.0,7.925,2,,98.0,"Ruotsinphytaa, Finland New York, NY",0.0
838,0.0,male,28.0,2.0,0.0,7.925,2,,,"Ruotsinphytaa, Finland New York, NY",0.0
839,0.0,male,19.0,0.0,0.0,7.775,2,,,"Myren, Sweden New York, NY",0.0
840,0.0,female,24.0,0.0,0.0,8.85,2,,,,1.0
841,0.0,female,17.0,0.0,0.0,7.7333,1,,,,1.0
842,0.0,male,28.0,1.0,0.0,19.9667,2,,,,0.0
843,0.0,male,28.0,1.0,0.0,19.9667,2,,,,0.0
844,0.0,male,28.0,1.0,0.0,15.85,2,,,,0.0
845,1.0,female,24.0,1.0,0.0,15.85,2,15,,,1.0
846,0.0,male,20.0,0.0,0.0,9.5,2,,,,0.0
847,0.0,male,23.5,0.0,0.0,7.2292,0,,188.0,,0.0
848,0.0,male,41.0,2.0,0.0,14.1083,2,,,,0.0
849,0.0,male,26.0,1.0,0.0,7.8542,2,,,,0.0
850,0.0,male,21.0,0.0,0.0,7.8542,2,,69.0,,0.0
851,1.0,female,45.0,1.0,0.0,14.1083,2,11,,,1.0
852,0.0,female,28.0,0.0,0.0,7.55,2,,,,1.0
853,0.0,male,25.0,0.0,0.0,7.25,2,B,,,0.0
854,0.0,male,28.0,0.0,0.0,6.8583,1,,,,0.0
855,0.0,male,11.0,0.0,0.0,18.7875,0,,,,0.0
856,1.0,female,28.0,0.0,0.0,7.75,1,16,,,1.0
857,1.0,male,27.0,0.0,0.0,6.975,2,15,,,0.0
858,1.0,male,28.0,0.0,0.0,56.4958,2,C,,,0.0
859,0.0,female,18.0,0.0,0.0,6.75,1,,,,1.0
860,1.0,female,26.0,0.0,0.0,7.925,2,,,,1.0
861,0.0,female,23.0,0.0,0.0,7.925,2,,,,1.0
862,1.0,female,22.0,0.0,0.0,8.9625,2,C,,,1.0
863,0.0,male,28.0,0.0,0.0,7.8958,2,,306.0,,0.0
864,0.0,female,28.0,0.0,0.0,7.775,2,,,,1.0
865,0.0,female,28.0,0.0,0.0,7.75,1,,,,1.0
866,1.0,female,2.0,0.0,1.0,12.2875,2,15,,,1.0
867,1.0,female,22.0,1.0,1.0,12.2875,2,15,,,1.0
868,0.0,male,43.0,0.0,0.0,6.45,2,,,,0.0
869,0.0,male,28.0,0.0,0.0,22.525,2,,,,0.0
870,1.0,female,27.0,0.0,0.0,7.925,2,,,,1.0
871,0.0,male,28.0,0.0,0.0,7.75,1,,,,0.0
872,1.0,female,28.0,0.0,0.0,8.05,2,C,,,1.0
873,0.0,male,42.0,0.0,0.0,7.65,2,,120.0,,0.0
874,1.0,male,28.0,0.0,0.0,7.8875,2,C,,,0.0
875,0.0,male,30.0,0.0,0.0,7.2292,0,,,,0.0
876,0.0,male,28.0,0.0,0.0,7.8958,2,,,,0.0
877,0.0,female,27.0,1.0,0.0,7.925,2,,,,1.0
878,0.0,female,25.0,1.0,0.0,7.925,2,,,,1.0
879,0.0,male,28.0,0.0,0.0,7.8958,2,,,,0.0
880,1.0,male,29.0,0.0,0.0,7.8958,0,15,,,0.0
881,1.0,male,21.0,0.0,0.0,7.7958,2,A,,,0.0
882,0.0,male,28.0,0.0,0.0,7.05,2,,,,0.0
883,0.0,male,20.0,0.0,0.0,7.8542,2,,,,0.0
884,0.0,male,48.0,0.0,0.0,7.8542,2,,,,0.0
885,0.0,male,17.0,1.0,0.0,7.0542,2,,,,0.0
886,1.0,female,28.0,0.0,0.0,7.75,1,D,,,1.0
887,1.0,male,28.0,0.0,0.0,8.1125,2,13,,,0.0
888,0.0,male,34.0,0.0,0.0,6.4958,2,,143.0,,0.0
889,1.0,male,26.0,0.0,0.0,7.775,2,15,,,0.0
890,0.0,male,22.0,0.0,0.0,7.7958,2,,156.0,,0.0
891,0.0,male,33.0,0.0,0.0,8.6542,2,,285.0,,0.0
892,0.0,male,31.0,0.0,0.0,7.775,2,,,,0.0
893,0.0,male,29.0,0.0,0.0,7.8542,2,,,,0.0
894,1.0,male,4.0,1.0,1.0,11.1333,2,15,,,0.0
